,대분류,중분류,소분류,과정명,학습시간,수료여부,frame,prognostics,Unnamed: 9,Unnamed: 10,Unnamed: 11,acc_sum
59,테마강좌,법정의무교육,인권교육,[직장인의 품격] 공공기관 청렴·반부패 교육,2,TRUE,iframe,FALSE,,,,92
60,테마강좌,법정의무교육,인권교육,[직장인의 품격] 윤리경영,2,TRUE,iframe,FALSE,,,,94
61,테마강좌,법정의무교육,안전보건교육,안전한 일터를 위한 중대재해처벌법,2,TRUE,frame,FALSE,,,,96
62,테마강좌,주민자치강좌,-,주민자치와 주민자치회의 이해,2,TRUE,iframe,FALSE,,,,98
63,테마강좌,주민자치강좌,-,주민주권과 자치,2,TRUE,iframe,FALSE,,,,100
64,테마강좌,주민자치강좌,-,Yes!를 이끄는 설득협상 기법,2,TRUE,iframe,FALSE,,,,102
65,정규강좌,자격증,공인중개사,[2023 휴넷공인중개사-2차] 부동산공시법-심화이론,3,TRUE,frame,FALSE,,,,105
66,정규강좌,자격증,공인중개사,[2022 휴넷공인중개사-2차] 부동산세법-핵심요약,3,TRUE,frame,FALSE,,,,108
67,정규강좌,자격증,공인중개사,[2023 휴넷공인중개사-2차] 부동산세법-심화이론,3,TRUE,frame,FALSE,,,,111
70,정규강좌,자격증,공인중개사,[2022 휴넷공인중개사-2차] 부동산공시법-핵심요약,3,TRUE,frame,FALSE,,,,114
71,정규강좌,자격증,공인중개사,[2023 휴넷 공인중개사-2차] 부동산공시법-족집게특강,3,TRUE,frame,FALSE,,,,117
72,정규강좌,자격증,공인중개사,[2023 휴넷 공인중개사-2차] 부동산세법-족집게특강,3,TRUE,frame,FALSE,,,,120
73,정규강좌,정보화/IT,빅데이터,빅데이터는 어떻게 기업의 무기가 되는가,3,TRUE,frame,FALSE,,,,123
74,정규강좌,정보화/IT,SNS활용,MZ세대를 사로잡은 디지털 마케팅 트렌드,3,TRUE,frame,FALSE,,,,126
75,정규강좌,정보화/IT,메타버스,[카드뉴스] 메타버스 비즈니스 인사이트,3,TRUE,iframe,FALSE,,,,129
76,정규강좌,정보화/IT,SNS활용,[마케팅 인사이트]고객경험을 연출하다,3,TRUE,frame,FALSE,,,,132
77,정규강좌,정보화/IT,디지털 트랜스포메이션,온디맨드가 만드는 새로운 세상,3,TRUE,frame,FALSE,,,,135
78,정규강좌,정보화/IT,디지털 트랜스포메이션,"직장인의 빠른 퇴근을 위한 솔루션, RPA",3,TRUE,frame,FALSE,,,,138
79,정규강좌,정보화/IT,리모트 리더십,"초고성장기업의 앞서가는 혁신전략, 조직문화 익스프레스",3,TRUE,frame,FALSE,,,,141
80,정규강좌,정보화/IT,인공지능,"패러다임을 뒤바꿀 AI의 시작, ChatGPT",3,TRUE,frame,FALSE,,,,144
81,정규강좌,정보화/IT,인공지능,New Creative에 도전하는 인공지능 콘텐츠,3,TRUE,frame,FALSE,,,,147
82,정규강좌,취업,직무적성검사,취업의 기술,3,TRUE,iframe,FALSE,,,,150
83,정규강좌,취업,직무적성검사,"리더들의 감정주치의, 이동환의 감정수업",3,TRUE,frame,FALSE,,,,153
84,정규강좌,취업,직무적성검사,[정체성 리부팅] 나를 발견하는 심리학,3,TRUE,frame,FALSE,,,,156
85,정규강좌,취업,직무적성검사,[북콘서트] 인생을 바꾸는 커리어 멘토링,3,TRUE,frame,FALSE,,,,159
86,정규강좌,취업,직업기초능력,세종에게 창조습관을 묻다,3,TRUE,frame,FALSE,,,,162
87,정규강좌,생활/인문교양,취미,"일상이 특별해지는 시간, 데이지 미니백 만들기 (뜨개 키트 제공 없음)",3,TRUE,frame,FALSE,,,,165
88,정규강좌,생활/인문교양,건강,두잉 요가 : In the Office,3,TRUE,iframe,FALSE,,,,168
89,정규강좌,생활/인문교양,건강,"먹고, 자고, 숨쉬어라",3,TRUE,iframe,FALSE,,,,171
90,정규강좌,생활/인문교양,취미,"셀프출판 공작소, 나만의 책 만들기",3,TRUE,frame,FALSE,,,,174
91,정규강좌,생활/인문교양,인문,아는 만큼 보이는 우주 이야기,3,TRUE,frame,FALSE,,,,177
92,정규강좌,생활/인문교양,건강,두잉 요가 : On the Mat [초급편],3,TRUE,iframe,FALSE,,,,180
93,정규강좌,생활/인문교양,취미,밀레니얼의 여행은 어떻게 달라질 것인가,3,TRUE,frame,FALSE,,,,183
94,정규강좌,생활/인문교양,취미,"요즘의 책읽기 - 함께, 깊게 읽는 독서 모임 만드는 법",3,TRUE,frame,FALSE,,,,186
95,정규강좌,생활/인문교양,건강,두잉 요가 : On the Mat [중급편],3,TRUE,iframe,FALSE,,,,189
96,정규강좌,시민교육,ESG,ESG X Tech : DX시대의 ESG 경영 전략,3,TRUE,frame,FALSE,,,,192
97,정규강좌,시민교육,저작권,시니어 창업자를 위한 저작권 노하우,3,TRUE,iframe,FALSE,,,,195
98,정규강좌,시민교육,저작권,표절예방과 저작권 기초 강좌,3,TRUE,iframe,FALSE,,,,198
99,정규강좌,시민교육,저작권,[중등학부모] 저작권! 이제 기본입니다,3,TRUE,iframe,FALSE,,,,201
100,정규강좌,시민교육,저작권,[초등고학년/중등] 저작권과 친구 될래요,3,TRUE,iframe,FALSE,,,,204
101,정규강좌,시민교육,저작권,[초등저학년] 저작권과 친구 될래요,3,TRUE,iframe,FALSE,,,,207
102,정규강좌,시민교육,저작권,[초등학부모] 저작권! 이제 기본입니다,3,TRUE,iframe,FALSE,,,,210
103,정규강좌,시민교육,저작권,공공기관 소프트웨어 저작권&자산관리 이해,3,TRUE,iframe,FALSE,,,,213
104,정규강좌,시민교육,저작권,청소년 예비 창업자를 위한 저작권 노하우,3,TRUE,iframe,FALSE,,,,216
105,정규강좌,시민교육,저작권,어린이집 보육교사 과정,3,TRUE,iframe,FALSE,,,,219
106,정규강좌,외국어,영어,스낵영어네이티브: The Life 2.1 [초급],3,TRUE,iframe,FALSE,,,,222
107,정규강좌,외국어,영어,스낵영어네이티브: The Travel 3.1 [초중급],3,TRUE,iframe,FALSE,,,,225
108,정규강좌,외국어,영어,스낵영어네이티브: The Life 2.2 [초급],3,TRUE,iframe,FALSE,,,,228
109,정규강좌,외국어,영어,스낵영어네이티브: The Life 3.5 [초중급],3,TRUE,iframe,FALSE,,,,231
110,정규강좌,외국어,영어,스낵영어네이티브: The Travel 3.2 [초중급],3,TRUE,iframe,FALSE,,,,234
111,정규강좌,외국어,영어,스낵영어네이티브: The Life 2.3 [초급],3,TRUE,iframe,FALSE,,,,237
112,정규강좌,외국어,영어,스낵영어네이티브: The Life 2.4 [초급],3,TRUE,iframe,FALSE,,,,240
113,정규강좌,외국어,영어,스낵영어네이티브: The Life 3.3 [초중급],3,TRUE,iframe,FALSE,,,,243
114,정규강좌,외국어,영어,스낵영어네이티브: The Life 3.1 [초중급],3,TRUE,iframe,FALSE,,,,246
115,정규강좌,외국어,영어,스낵영어네이티브: The Life 3.2 [초중급],3,TRUE,iframe,FALSE,,,,249
116,정규강좌,외국어,영어,스낵영어네이티브: The Life 3.4 [초중급],3,TRUE,iframe,FALSE,,,,252
117,정규강좌,외국어,영어,스낵영어네이티브: The Life 3.6 [초중급],3,TRUE,iframe,FALSE,,,,255
118,정규강좌,다문화,-,Magic Hangul Basic,3,TRUE,iframe,FALSE,,,,258
119,테마강좌,주민자치강좌,-,합리적 의사결정을 돕는 퍼실리테이션,3,TRUE,iframe,TRUE,,,,261
122,정규강좌,자격증,공인중개사,[2023 휴넷 공인중개사-1차] 민법 및 민사특별법-족집게특강,4,TRUE,frame,FALSE,,,,265
124,정규강좌,정보화/IT,인공지능,[IT어빌리티] 인공지능과 인간의 대화,4,TRUE,frame,FALSE,,,,269
125,정규강좌,정보화/IT,메타버스,[디지털융합] 가상세계로 떠나는 메타버스 튜토리얼,4,TRUE,frame,FALSE,,,,273
126,정규강좌,정보화/IT,디지털 트랜스포메이션,"[디지털융합] 새로운 디지털 혁명, 블록체인",4,TRUE,frame,FALSE,,,,277
127,정규강좌,정보화/IT,빅데이터,"빅데이터, 사람을 읽다",4,TRUE,frame,FALSE,,,,281
128,정규강좌,정보화/IT,SNS활용,GA(구글 애널리틱스)로 보는 마케팅 성과분석,4,TRUE,frame,FALSE,,,,285
129,정규강좌,정보화/IT,디지털 트랜스포메이션,"[디지털융합] 제조혁신의 미래, 스마트팩토리",4,TRUE,129,FALSE,,,,289
130,정규강좌,정보화/IT,빅데이터,"데이터로 고객을 읽는 마케팅 기법, 그로스해킹",4,TRUE,130,FALSE,,,,293
131,정규강좌,정보화/IT,디지털 트랜스포메이션,[Tech briefing] 빅테크의 모든 것,4,TRUE,frame,FALSE,,,,297
132,정규강좌,취업,인생이모작,핵심만 콕! 재취업 준비와 성공전략,4,TRUE,iframe,FALSE,,,,301
133,정규강좌,생활/인문교양,인문,미술의 마음,4,TRUE,frame,FALSE,,,,305
134,정규강좌,생활/인문교양,취미,여행을 이야기하다,4,TRUE,frame,FALSE,,,,309
135,정규강좌,생활/인문교양,인문,"미술, 창조사회를 말하다",4,TRUE,135,FALSE,,,,313
136,정규강좌,생활/인문교양,취미,인문학과 함께하는 비즈니스 트립,4,TRUE,frame,FALSE,,,,317
137,정규강좌,외국어,영어,스낵영어네이티브: The Travel 5.1 [중고급],4,TRUE,iframe,FALSE,,,,321
138,정규강좌,외국어,영어,스낵영어네이티브: The Travel 4.2 [중급],4,TRUE,iframe,FALSE,,,,325
139,정규강좌,외국어,영어,스낵영어네이티브: The Travel 5.2 [중고급],4,TRUE,iframe,FALSE,,,,329
140,정규강좌,외국어,영어,스낵영어네이티브: The Life 5.5 [중고급],4,TRUE,iframe,FALSE,,,,333
141,정규강좌,외국어,영어,스낵영어네이티브: The Life 5.6 [중고급],4,TRUE,iframe,FALSE,,,,337
142,정규강좌,외국어,일본어,일본 현지 성우와 함께 배우는 마법의 360문장 (1),4,TRUE,iframe,FALSE,,,,341
143,정규강좌,외국어,영어,스낵영어네이티브: The Life 4.1 [중급],4,TRUE,iframe,FALSE,,,,345
144,정규강좌,외국어,영어,스낵영어네이티브: The Life 4.2 [중급],4,TRUE,iframe,FALSE,,,,349
145,정규강좌,외국어,영어,스낵영어네이티브: The Life 4.3 [중급],4,TRUE,iframe,FALSE,,,,353
146,정규강좌,외국어,영어,스낵영어네이티브: The Life 4.4 [중급],4,TRUE,iframe,FALSE,,,,357
147,정규강좌,외국어,영어,스낵영어네이티브: The Life 4.5 [중급],4,TRUE,iframe,FALSE,,,,361
148,정규강좌,외국어,영어,스낵영어네이티브: The Life 4.6 [중급],4,TRUE,iframe,FALSE,,,,365
149,정규강좌,외국어,영어,스낵영어네이티브: The Life 5.2 [중고급],4,TRUE,iframe,FALSE,,,,369
150,정규강좌,외국어,영어,스낵영어네이티브: The Life 5.3 [중고급],4,TRUE,iframe,FALSE,,,,373
151,정규강좌,외국어,영어,스낵영어네이티브: The Life 5.4 [중고급],4,TRUE,iframe,FALSE,,,,377
152,정규강좌,외국어,영어,스낵영어네이티브: The Travel 4.1 [중급],4,TRUE,iframe,FALSE,,,,381
153,정규강좌,외국어,영어,스낵영어네이티브: The Life 5.1 [중고급],4,TRUE,iframe,FALSE,,,,385
154,정규강좌,외국어,일본어,일본 현지 성우와 함께 배우는 마법의 360문장 (2),4,TRUE,iframe,FALSE,,,,389
155,정규강좌,외국어,일본어,일본 현지 성우와 함께 배우는 마법의 360문장 (3),4,TRUE,iframe,FALSE,,,,393
156,정규강좌,외국어,일본어,JLPT 한 권으로 끝내기 N2 - 청해,4,TRUE,iframe,FALSE,,,,397
157,정규강좌,외국어,영어,The 빠른 Toeic Speaking 실전 모의고사,4,TRUE,iframe,FALSE,,,,401
158,테마강좌,법정의무교육,필수교육,"[2022 법정필수교육] 4대 폭력 예방 (성희롱 예방, 성폭력 예방, 성매매 예방, 가정폭력 예방)",4,TRUE,iframe,FALSE,,,,405
159,테마강좌,법정의무교육,안전보건교육,모두의 안전을 위한 중대재해처벌법,4,TRUE,frame,FALSE,,,,409
160,정규강좌,자격증,공인중개사,[2022 휴넷공인중개사-1차] 부동산학개론 핵심요약,5,TRUE,frame,FALSE,,,,414
161,정규강좌,자격증,공인중개사,[2023 휴넷공인중개사-1차] 민법 및 민사특별법-심화이론,5,TRUE,frame,FALSE,,,,419
162,정규강좌,자격증,공인중개사,[2022 휴넷공인중개사-1차] 민법 및 민사특별법-핵심요약,5,TRUE,frame,FALSE,,,,424
165,정규강좌,자격증,공인중개사,[2023 휴넷공인중개사-1차] 부동산학개론 심화이론,5,TRUE,frame,FALSE,,,,429
166,정규강좌,자격증,공인중개사,[2023 휴넷 공인중개사-1차] 부동산학개론-족집게특강,5,TRUE,frame,FALSE,,,,434
167,정규강좌,자격증,공인중개사,[2022 휴넷공인중개사-2차] 중개사법령 및 중개실무-핵심요약,5,TRUE,frame,FALSE,,,,439
170,정규강좌,자격증,공인중개사,[2023 휴넷공인중개사-2차] 부동산공시법-기출 문제풀이,5,TRUE,frame,FALSE,,,,444
171,정규강좌,자격증,공인중개사,[2023 휴넷공인중개사-2차] 부동산세법-기출 문제풀이,5,TRUE,frame,FALSE,,,,449
172,정규강좌,자격증,공인중개사,[2022 휴넷공인중개사-2차] 부동산공법-핵심요약,5,TRUE,frame,FALSE,,,,454
175,정규강좌,자격증,공인중개사,[2023 휴넷 공인중개사-2차] 부동산공법-족집게특강,5,TRUE,frame,FALSE,,,,459
176,정규강좌,자격증,공인중개사,[2023 휴넷 공인중개사-2차] 중개사법령 및 실무-족집게특강,5,TRUE,frame,FALSE,,,,464
177,정규강좌,자격증,공인중개사,[2023 휴넷공인중개사-2차] 부동산공시법-실력향상 문제풀이,5,TRUE,frame,FALSE,,,,469
178,정규강좌,자격증,공인중개사,[2023 휴넷공인중개사-2차] 부동산공시법-실전 문제풀이,5,TRUE,frame,FALSE,,,,474
179,정규강좌,자격증,공인중개사,[2023 휴넷공인중개사-2차] 부동산세법-실력향상 문제풀이,5,TRUE,frame,FALSE,,,,479
180,정규강좌,자격증,공인중개사,[2023 휴넷공인중개사-2차] 부동산세법-실전 문제풀이,5,TRUE,frame,FALSE,,,,484
181,정규강좌,정보화/IT,디지털 트랜스포메이션,[디지털융합] 기업의 미래를 바꾸는 디지털 혁신 기술,5,TRUE,frame,FALSE,,,,489
182,정규강좌,정보화/IT,디지털 트랜스포메이션,"[스마트팩토리] 인더스트리 4.0시대, 혁신을 위한 스마트 공장 DNA",5,TRUE,frame,FALSE,,,,494
183,정규강좌,정보화/IT,디지털 트랜스포메이션,"새로운 혁신의 시작, 디지털 트랜스포메이션",5,TRUE,frame,FALSE,,,,499
184,정규강좌,정보화/IT,디지털 트랜스포메이션,[4차산업혁명 테크놀로지] 기술이 미래를 바꾸는 순간,5,TRUE,frame,FALSE,,,,504
185,정규강좌,정보화/IT,인공지능,인공지능이 바꾸는 미래 비즈니스,5,TRUE,frame,FALSE,,,,509
186,정규강좌,취업,직업기초능력,"이소은의 퍼블릭 스피킹, 말하기를 말하다",5,TRUE,frame,FALSE,,,,514
187,정규강좌,취업,직무적성검사,최고의 리더를 위한 리더십 어드바이스,5,TRUE,frame,FALSE,,,,519
188,정규강좌,취업,직업기초능력,"실례합니다만, 비즈니스 매너는 지켜주시겠어요?",5,TRUE,frame,FALSE,,,,524
189,정규강좌,생활/인문교양,인문,[리더십 마스터] 오늘부터 시작하라: 생각을 바꾸는 인문학,5,TRUE,frame,FALSE,,,,529
190,정규강좌,생활/인문교양,취미,술을 알면 세상이 즐겁다,5,TRUE,190,TRUE,,,,534
191,정규강좌,생활/인문교양,인문,"품격있는 삶을 위한 예술 강의, 미학 수업",5,TRUE,frame,FALSE,,,,539
192,정규강좌,생활/인문교양,인문,도시와 공간을 잇는 인문 기행,5,TRUE,frame,FALSE,,,,544
193,정규강좌,생활/인문교양,인문,세계의 미술관 산책,5,TRUE,193,FALSE,,,,549
194,정규강좌,생활/인문교양,취미,인사이트를 찾아 떠나는 비즈니스 트립,5,TRUE,frame,FALSE,,,,554
195,정규강좌,다문화,-,단박에 한국사 - 근대편,5,TRUE,frame,FALSE,,,,559
196,테마강좌,법정의무교육,필수교육,[2022 법정필수교육] 4대 폭력 예방+개인정보보호,5,TRUE,iframe,FALSE,,,,564
197,테마강좌,법정의무교육,필수교육,[2022 법정필수교육] 4대 폭력 예방+직장 내 장애인 인식개선,5,TRUE,iframe,FALSE,,,,569
198,정규강좌,자격증,워드프로세스,[HD]워드프로세서 실기,6,TRUE,iframe,FALSE,,,,575
199,정규강좌,자격증,정보처리기사,[핵심공략]정보처리기사_필기_정보시스템구축관리,6,TRUE,iframe,FALSE,,,,581
200,정규강좌,자격증,TAT(세무실무),TAT(세무실무) 2급,6,TRUE,iframe,FALSE,,,,587
205,정규강좌,자격증,TAT(세무실무),TAT(세무실무) 1급,6,TRUE,iframe,FALSE,,,,593
206,정규강좌,정보화/IT,메타버스,"[디지털융합] 비즈니스 혁명, 메타버스에 탑승하라",6,TRUE,frame,FALSE,,,,599
207,정규강좌,취업,직업기초능력,조영탁의 직장인 자기계발 특강,6,TRUE,frame,FALSE,,,,605
208,정규강좌,생활/인문교양,인문,"똑똑한 선택을 이끄는 힘, 행동경제학",6,TRUE,frame,FALSE,,,,611
209,정규강좌,생활/인문교양,인문,[4대 비극] 시공을 초월한 인간의 보편적 본성에 대한 이야기,6,TRUE,frame,FALSE,,,,617
210,정규강좌,시민교육,저작권,4차산업 종사자를 위한 저작권 노하우,6,TRUE,iframe,FALSE,,,,623
211,정규강좌,시민교육,저작권,방송 종사자를 위한 저작권 노하우,6,TRUE,iframe,FALSE,,,,629
212,정규강좌,시민교육,저작권,성공적인 창업을 위한 저작권 노하우,6,TRUE,iframe,FALSE,,,,635
213,정규강좌,시민교육,저작권,소프트웨어 종사자를 위한 저작권 노하우,6,TRUE,iframe,FALSE,,,,641
214,정규강좌,시민교육,저작권,게임 종사자를 위한 저작권 노하우,6,TRUE,iframe,FALSE,,,,647
215,정규강좌,시민교육,저작권,공공기관 근무자를 위한 저작권 기초와 실무,6,TRUE,iframe,FALSE,,,,653
216,정규강좌,시민교육,저작권,만화(웹툰)창작자를 위한 저작권 노하우,6,TRUE,iframe,FALSE,,,,659
217,정규강좌,시민교육,저작권,모바일 콘텐츠 산업 종사자를 위한 저작권 노하우,6,TRUE,iframe,FALSE,,,,665
218,정규강좌,시민교육,저작권,음악종사자를 위한 저작권 노하우,6,TRUE,iframe,FALSE,,,,671
219,정규강좌,시민교육,저작권,인터넷 종사자를 위한 저작권 노하우,6,TRUE,iframe,FALSE,,,,677
220,정규강좌,시민교육,저작권,저작권 개요,6,TRUE,iframe,FALSE,,,,683
221,정규강좌,시민교육,저작권,출판 종사자를 위한 저작권 노하우,6,TRUE,iframe,FALSE,,,,689
222,정규강좌,시민교육,저작권,캐릭터 디자인 산업종사자를 위한 저작권 노하우,6,TRUE,iframe,FALSE,,,,695
223,정규강좌,외국어,중국어,바로 쓰는 비즈니스 중국어,6,TRUE,iframe,FALSE,,,,701
224,정규강좌,외국어,일본어,패턴으로 배우는 일본어 문법,6,TRUE,iframe,FALSE,,,,707
225,정규강좌,외국어,기타 외국어,관광통역안내사 - 인도네시아어,6,TRUE,iframe,FALSE,,,,713
226,정규강좌,외국어,기타 외국어,바로 쓰는 비즈니스 베트남어 초급,6,TRUE,iframe,FALSE,,,,719
227,정규강좌,외국어,기타 외국어,챠오 이탈리아어 첫걸음,6,TRUE,iframe,FALSE,,,,725
228,테마강좌,법정의무교육,안전보건교육,2023 안전보건교육Ⅰ(현장근로자_기타사업),6,TRUE,frame,FALSE,,,,731
229,테마강좌,법정의무교육,안전보건교육,2023 안전보건교육Ⅰ(현장근로자_서비스업),6,TRUE,frame,FALSE,,,,737
230,테마강좌,법정의무교육,안전보건교육,2023 안전보건교육Ⅰ(현장근로자_건설업),6,TRUE,frame,FALSE,,,,743
231,테마강좌,법정의무교육,안전보건교육,2023 안전보건교육Ⅰ(현장근로자_보건업),6,TRUE,frame,FALSE,,,,749
232,테마강좌,법정의무교육,안전보건교육,2023 안전보건교육Ⅱ(현장근로자_기타사업),6,TRUE,frame,FALSE,,,,755
236,테마강좌,법정의무교육,안전보건교육,2023 안전보건교육Ⅰ(현장근로자_제조업),6,TRUE,frame,FALSE,,,,761
